time(ns) r(mm) y(mm) mom(GeV)
5.1002 -0.573657 -17.8915 3099.47
5.07195 -0.00695402 -15.2845 3094.85
5.12006 -7.43956 -11.5167 3097.67
5.08331 -15.8584 2.32816 3092.57
5.12916 14.0324 -8.79786 3099.8
5.06299 22.4319 -4.368 3097.69
5.06515 -18.1855 -24.555 3093.34
5.04566 35.5148 1.80329 3100.97
5.0367 -1.50707 -10.7208 3094.16
5.05773 -17.8202 -8.06324 3093.59
5.00707 14.141 -11.7856 3102.69
5.08975 -29.7968 10.8395 3090.34
5.0631 -21.7858 0.231679 3093.43
5.0777 -18.736 -17.9566 3092.65
5.06587 17.2937 -8.38004 3098.14
5.07054 17.7914 15.8047 3097.28
5.09107 -6.99648 -11.8764 3093.64
5.05831 24.1496 -7.17096 3098.14
5.06349 13.9137 14.1692 3096.39
5.09506 -30.5356 3.10286 3093.7
5.12908 16.9933 -7.34745 3099.45
5.06591 -2.32065 0.684371 3095.59
5.02893 -22.0009 9.06284 3089.13
5.03333 29.3174 11.4972 3097.84
5.04403 10.869 -10.6615 3093.63
5.02505 12.9361 16.8983 3094.66
5.11798 25.9936 0.351913 3103.63
5.05644 28.6237 -14.7035 3100.5
5.07755 -20.0495 0.779692 3092.33
5.02071 0.251568 -10.8265 3096.22
5.06023 -9.65584 -2.49484 3091.61
5.01519 8.11441 -13.9246 3096.37
5.05223 20.6183 -7.59068 3097.61
5.08646 21.1653 -1.68032 3100.28
5.08212 -8.61563 -15.8658 3092.11
5.11548 -24.5466 -8.96291 3094.97
5.0998 11.4008 -14.5446 3100.27
5.05685 -14.6074 10.3878 3094.63
5.03923 -4.95255 12.4931 3091.47
5.05615 -14.8349 -0.974146 3093.42
5.0996 -26.8901 -4.34056 3091.72
5.07933 -12.1916 -8.16239 3097.28
5.11136 -3.0593 -28.6512 3098.13
5.03647 6.80544 6.13129 3096.23
5.10664 5.178 1.83865 3095.63
5.05871 21.5732 11.3959 3097.2
5.04736 6.97839 0.419546 3095.23
5.07046 -21.3159 -9.44386 3089.08
5.10009 -12.0579 -10.6553 3096.07
5.04646 -20.6012 -12.6713 3089.65
5.08356 13.0879 -16.0447 3096.53
5.06676 26.375 -23.0755 3102.02
5.11707 17.195 -7.88917 3101.9
5.05911 6.17989 -13.3594 3097.92
5.08615 -15.0948 -20.2947 3093.16
5.07138 -22.288 -15.4532 3089.97
5.13407 8.09474 -10.4012 3102.19
5.07664 -23.2326 -19.3976 3090.39
5.08911 -14.8344 -18.6836 3094.95
5.11636 -9.11433 -14.0065 3098.02
5.07141 -13.9568 -9.30612 3094.44
5.03102 16.0469 -4.66455 3097.31
5.06525 8.85717 8.50672 3095.95
5.07284 10.0079 1.05679 3098.95
5.07809 2.21436 -5.17461 3099.29
5.06255 26.9893 -2.4496 3099.27
5.08681 -13.4726 -6.63052 3092.29
5.07458 -7.39608 5.51404 3094.07
5.06826 -21.0166 12.9148 3089.27
5.07661 2.08183 15.9114 3096.09
5.12008 10.8375 -21.0196 3102.51
5.05627 0.752305 -2.75779 3093.54
5.03177 -14.622 -9.64544 3092.85
5.0635 4.21838 5.21239 3097.18
5.01154 16.8895 -3.78789 3097.11
5.06565 -5.61833 -16.325 3095.02
5.09283 -10.0601 -10.1168 3098.66
5.0491 20.7297 -4.98177 3096.63
5.05 -24.4163 -6.56191 3087.84
5.1294 -19.3712 -5.20861 3096.99
5.05013 9.35709 -9.13605 3097.46
5.04721 9.52689 -10.1314 3096.4
5.03185 14.7035 -2.87114 3094.51
5.00192 -19.7003 -18.359 3091.11
5.03234 -5.50752 -3.48643 3091.85
5.0446 -0.252799 -11.0834 3095.84
5.05061 -4.59623 -18.0191 3090.78
5.06043 -0.800331 -13.3565 3093.37
5.01355 15.6977 4.63026 3094.07
5.07828 35.7808 -8.16217 3095.85
5.0851 27.4128 13.1094 3098.8
5.09258 -0.980056 12.063 3097.13
5.07167 -19.2547 4.27675 3088.91
5.07124 -7.49843 -11.8673 3095.51
5.08554 33.4418 -0.794204 3101.42
5.08939 -17.5561 -22.3004 3093.56
5.14085 9.4584 -28.1015 3099.31
5.0926 -4.8465 -14.6242 3094.18
5.07989 31.3853 14.7236 3100.15
5.09177 9.01546 13.2461 3096.9
5.09125 -11.8263 -7.47427 3092.68
5.07215 -27.6251 -13.9117 3090.89
5.1083 -1.56974 0.266837 3099.72
5.04792 16.7055 14.5585 3095.82
5.09183 21.1603 1.13832 3100.71
5.03436 2.73208 -10.1288 3095.59
5.1351 1.26594 -14.2699 3099.69
5.07233 2.06936 -3.82588 3094.24
5.09163 3.46437 -12.0606 3096
5.07393 -35.1006 1.29059 3087.95
5.07704 -28.4952 -8.63259 3089.8
5.13925 -21.5488 -5.1031 3094.99
5.14113 -19.5349 -15.8569 3096.87
5.11172 22.0387 -26.9254 3095.38
5.08146 -20.8632 -15.5168 3091.14
5.05241 31.1995 -13.2592 3097.97
5.08713 15.1691 -1.38537 3098.03
5.106 -5.38509 18.7326 3095.86
5.07964 24.7165 -17.217 3096.86
5.08978 26.7552 -7.32625 3102.28
5.09582 -29.4246 -8.96267 3092.21
5.09827 -11.0339 -4.5622 3094.31
5.08767 -18.8388 -15.6249 3090.5
5.05386 -4.88152 -0.47879 3094.07
5.04645 30.9673 4.40433 3101.08
5.0376 -15.2781 -19.5909 3092.69
5.05777 25.9262 4.23069 3098.79
5.06359 -26.9639 -5.08383 3090.64
5.06117 -18.6102 -5.78163 3091.36
5.08087 -18.5108 6.8389 3096.27
5.10435 19.9278 -20.1779 3102.31
5.06333 -11.3648 -11.1099 3094.13
5.05215 2.33531 16.0901 3094.55
5.03577 34.5746 9.14328 3099.09
5.09398 21.1655 7.65989 3096.48
5.137 -23.53 -2.25008 3094.87
5.07569 3.91657 -20.6854 3096.07
5.11746 12.5318 2.39771 3099.5
5.02453 30.4315 -17.0383 3099.78
5.05941 4.34928 -2.96603 3096.94
5.09206 17.9877 2.98017 3097.13
5.13185 0.472264 -7.5368 3100.95
5.07414 -25.5442 -2.89973 3093.94
5.0631 -9.37736 4.80393 3094.96
5.12708 4.99134 2.99223 3099.79
5.04379 -9.94243 -2.02245 3093.26
5.05697 -13.2853 -6.5505 3095.51
5.02494 21.7441 -10.2591 3097.12
5.0514 12.1757 -8.45558 3096.07
5.13277 -3.25523 -2.68685 3099.37
5.03458 27.9986 4.41977 3098.27
5.0898 -20.5139 5.8114 3095.78
5.07805 -24.1993 2.01779 3088.49
5.06853 18.1121 -17.1154 3096.09
5.0817 -30.3384 -17.3484 3089.88
5.07927 5.03977 12.7172 3093.94
5.02274 -13.9108 -5.17091 3098.12
5.07511 -8.90777 6.72236 3089.71
5.00004 -34.5198 1.33121 3094.19
5.10175 -22.8259 -18.733 3092.2
5.12141 18.4758 -6.67635 3102.94
5.12653 -5.92949 3.7533 3097.36
5.032 34.3608 2.78244 3101.52
5.05429 2.78796 -1.75095 3094.36
5.09799 16.413 4.71899 3100.83
5.03644 5.18767 -9.82868 3096.04
5.02937 6.54175 -15.3066 3093.19
5.10702 18.3409 -5.19243 3103.04
5.06915 -12.1815 13.7946 3094.82
5.07076 3.35246 -1.24621 3097.32
5.06243 7.18495 2.96545 3096.78
5.05168 -2.14618 -8.84658 3095.93
5.08099 7.17747 -7.41283 3098.41
5.11444 -4.71102 24.0705 3095.97
5.09723 -15.1924 -6.26946 3095.24
5.05853 18.6695 16.9025 3096.16
5.11394 -25.3208 -4.06174 3089.95
5.10901 26.4472 -7.15316 3101.86
5.0534 11.2824 2.5588 3093.05
5.07477 23.8023 -11.1577 3099.99
5.08962 17.5333 -26.9709 3099.78
5.08807 22.1655 -21.0122 3100.38
5.09833 -12.8301 -6.75177 3094.33
5.00177 -8.01646 -12.9993 3097.84
5.0357 -14.7204 -25.0141 3091.09
5.0706 -25.6252 -2.64827 3091.49
5.08638 -26.8366 -9.27779 3091.92
5.10952 -22.864 1.00423 3096.86
5.10376 -23.7826 -4.39443 3094.31
5.03136 18.2777 -9.82669 3094.03
5.0829 -11.0973 -24.7761 3092.89
5.06186 -23.7048 10.4411 3090.11
5.12288 6.23543 -34.5443 3096.51
5.0159 -0.146837 -1.70827 3094.79
5.07834 12.8357 -1.29287 3097.14
5.0764 -20.0811 -10.1774 3091.59
5.09545 9.71329 -14.7132 3102.11
5.12658 -27.8708 -3.13992 3095.63
5.05655 -18.4206 -17.9953 3092.46
5.10184 3.48209 -3.01186 3098.35
5.0796 15.861 -19.1099 3096.97
5.07668 -10.8209 -23.4083 3090.43
5.00419 13.7489 -18.1936 3100.8
5.05809 30.9107 -21.4988 3100.32
5.09995 -15.6328 -4.3795 3096.58
5.06747 -12.644 -5.85911 3095.57
5.04377 11.8362 -2.24131 3098.69
5.10141 10.2531 -12.2633 3099.74
5.08758 -25.7856 1.70288 3090.83
5.0851 -17.5064 -16.2466 3096.17
5.03319 -10.1612 -6.2351 3094.1
5.06542 -7.15904 -10.3395 3091.87
5.07339 -18.9778 -22.6824 3092.41
5.11633 -6.1065 6.30017 3092.83
5.11359 15.1967 -0.996833 3099.85
5.10291 10.49 -11.0165 3100.27
5.14491 23.4805 -0.969787 3104.26
5.10684 8.66855 8.30858 3097.63
5.07557 4.12983 16.1466 3093.28
5.01621 12.9262 -4.11882 3095.03
5.09142 5.18411 -16.59 3100.64
5.04579 -11.8963 -9.61587 3090.82
5.05951 0.186646 -17.7374 3096.6
5.05215 16.7017 -14.213 3096.56
5.04115 -12.2345 -5.68725 3091.92
5.03148 17.1726 -5.56604 3098.07
5.02935 25.4885 12.1294 3098.3
5.10926 -11.6461 11.7608 3096.86
5.07545 1.50546 -5.68098 3095.36
5.06602 -15.4272 -5.72785 3090.52
5.10585 -16.9574 -0.249866 3097.87
5.06987 18.7003 -0.84394 3101.39
5.09005 -23.5083 -9.02217 3093.48
5.06951 14.9034 0.391758 3097.55
5.0558 -5.1572 -2.56074 3095.06
5.04654 12.6174 -17.7002 3094.7
5.03743 2.97076 1.57382 3096.56
5.01694 -13.6421 -22.9177 3093.42
5.04245 -3.13065 -0.51046 3092.96
5.07321 -22.6814 -11.8448 3092.78
5.06031 29.5124 5.89913 3101.95
5.0334 13.6853 -1.9925 3094.66
5.05363 37.9438 5.87413 3099.31
5.08515 -11.8969 -14.0586 3094.4
5.07199 -17.302 -7.22816 3093.45
5.08699 33.7777 -5.28692 3102.87
5.04609 6.15803 -5.26983 3095.58
5.11446 -14.6501 -15.4544 3096.75
5.06429 11.9275 -2.7916 3095.65
5.09214 -1.67972 5.65134 3099.06
5.07352 -4.24373 6.85159 3095.46
5.04764 30.0735 -14.9205 3100.11
5.04535 14.1515 3.12581 3097.91
5.10153 -8.38324 -27.9676 3092.93
5.10215 7.58773 1.82454 3098.96
5.08294 6.13436 -0.801338 3100.37
5.0404 -15.2444 9.08018 3091.67
5.05993 -11.584 4.26193 3093.07
5.06842 -33.937 7.01828 3089.61
5.0996 -17.4206 -0.28168 3095.9
5.05558 4.69814 -12.9404 3093.22
5.1141 -15.0187 -16.6733 3096.7
5.04389 -19.7004 -3.03062 3089.98
5.1094 -30.0563 -2.75855 3091.75
5.08653 -11.0486 4.9663 3093.31
5.08287 16.5739 8.56149 3099.99
5.08137 18.4033 5.9185 3100.48
5.07791 -18.2932 -8.71957 3091.13
5.09982 -18.4721 -14.2432 3093.03
5.05188 3.28237 1.35529 3096.78
5.08369 6.30881 -0.229601 3100.43
5.0252 20.2039 7.79395 3095.18
5.01465 -4.70557 -11.0637 3095.3
5.01887 3.00549 -11.4695 3092.97
5.07584 32.5178 -6.37186 3099.29
5.062 7.06425 -10.1895 3097.68
5.07771 -25.4519 -13.7546 3092.93
5.07692 -16.9461 -7.35093 3094.14
5.0835 -13.0067 -12.6986 3097.4
5.05447 8.29651 -3.40783 3093.48
5.06496 11.0744 -9.06746 3097.6
5.14568 -8.76926 -3.48743 3099.96
5.09107 12.0921 -14.6036 3095.69
5.11179 3.66539 -10.0056 3098.34
5.12319 -35.6071 2.25421 3095.07
5.07672 -34.4585 -19.3384 3088.5
5.08355 -17.223 -12.6064 3093.11
5.10055 -19.6776 -6.25773 3092.94
5.07625 -20.7485 0.892372 3091.52
5.05324 -13.7163 -9.18518 3088.57
5.13009 -14.0605 -11.2835 3094.66
5.10282 -21.8815 1.72084 3094.23
5.06825 -3.40427 -8.68114 3092
5.01657 7.86959 2.25868 3095.53
5.06113 -7.34391 -3.42332 3095.28
5.13 4.44691 10.5017 3102.14
5.0703 8.75784 -16.118 3094.12
5.08358 13.5524 -17.7826 3100.27
5.08411 -14.8314 -23.9314 3094.49
5.04212 15.2766 -13.6435 3099.43
5.07191 9.01435 9.09998 3095.3
5.09502 -10.1195 7.162 3096.18
5.10573 4.65459 -8.53735 3098.37
5.08575 -21.1772 -10.051 3093.22
5.004 -12.6423 3.61977 3093.61
5.06958 27.6887 11.3786 3099.06
5.09138 6.4175 -9.03363 3096.78
5.02839 5.72502 -13.0956 3094.09
5.0639 -3.54254 -0.158884 3093.21
5.08067 -25.5525 -13.429 3091.18
5.01293 25.6342 -7.51462 3100.01
5.06002 -15.4142 11.3477 3090.71
5.13796 15.205 -12.2509 3102.73
5.05493 8.85825 -6.19387 3095.13
5.05741 -9.88309 2.09932 3090.74
5.1187 13.9543 -18.9661 3101.04
5.04405 -11.0923 -8.19959 3093.25
5.07172 -11.2457 -0.174732 3092.3
5.0724 27.0653 -24.3446 3099.96
5.06624 12.1064 -8.74059 3099.23
5.06641 -28.081 6.7745 3089.75
5.06284 -13.7594 -2.7647 3093.61
5.07075 -10.0177 -5.7247 3094.07
5.0213 2.44535 9.01133 3095.22
5.0884 -7.94153 -25.6621 3094.17
5.07956 -11.2437 -5.47799 3093.72
5.0581 -7.76043 -6.04899 3095.64
5.01898 7.83884 -6.96131 3096.88
5.0884 -19.7888 0.127452 3095.68
5.04723 -0.682467 0.0352618 3093.92
5.08684 5.82592 14.6285 3095.9
5.08961 -5.13033 13.3784 3095.18
5.06383 7.30659 -2.66956 3092.76
5.03734 -16.7283 -3.72769 3091.26
5.08095 13.496 -9.27426 3098.55
5.12412 -28.1188 -9.34457 3094.1
5.10773 -3.82002 -9.88679 3096.57
5.07008 -22.5474 -7.09245 3090.74
5.03295 35.2672 -4.90961 3097.48
5.04722 26.594 7.26256 3100.3
5.06431 -14.163 -14.8162 3090.94
5.04909 -13.8112 -1.60885 3091.49
5.10273 -37.5626 -3.31632 3091.97
5.09355 10.4971 -34.7091 3099.47
5.04603 13.2332 -9.61994 3094.78
5.08798 1.31055 -7.57389 3095.1
5.04309 -8.40333 -20.1751 3094.53
5.09213 6.02777 -7.26303 3098.36
5.06672 -6.33318 -6.53153 3095.12
5.08304 -5.06152 13.0542 3092.24
5.11145 10.6462 20.3132 3099.37
5.08695 -29.8514 -6.34549 3093.7
5.05164 23.7959 2.75592 3099.25
5.07964 5.85997 2.1441 3096.24
5.04606 9.29701 11.9293 3095.62
5.04574 9.06065 11.3828 3094.4
5.10084 19.4032 -11.4093 3099.8
5.06564 -18.8214 -7.14771 3093.37
5.13166 0.00125935 -14.8405 3100.42
5.05312 28.2554 -7.37657 3097.4
5.12224 -36.1351 3.89133 3094.77
5.03292 -10.0564 -2.42899 3094.25
5.08496 -2.59309 -4.41531 3096.1
5.06491 16.9702 2.85857 3101.69
5.06834 -30.9822 0.446687 3089.82
5.08513 -31.0803 5.71321 3089.87
5.09224 -26.6132 -4.11599 3091.8
5.14098 -11.6848 -29.9145 3095.9
5.08532 -3.74552 -0.288729 3096.38
5.0796 -10.1035 -0.142267 3093.93
5.07852 -13.8693 -15.6719 3090.36
5.03983 -5.91099 17.6991 3092.87
5.10088 21.6692 17.1554 3098.96
5.11442 -6.80632 2.74193 3099.42
5.09179 -16.9907 -9.43483 3093.79
5.07104 -0.622524 15.6565 3094.88
5.11805 9.72827 25.3115 3098.33
5.07598 18.6439 15.3611 3100.6
5.05181 22.2949 4.63758 3099.48
5.0756 7.83339 -11.4158 3099.78
5.04709 -13.3115 -0.122543 3092.12
5.08451 4.90673 -1.9055 3098.29
5.0757 -17.6369 -2.857 3092.13
5.10838 -30.487 -4.44642 3092.3
5.08046 -8.70896 -9.9252 3094.7
5.059 -30.5817 -5.71445 3088.59
5.12243 -3.7911 1.80036 3097.7
5.09916 -32.1261 -17.5699 3092.38
5.0645 -12.3567 5.86756 3091.22
5.0493 12.4838 1.18365 3097.43
5.14236 -1.07749 0.448229 3100.65
5.07665 -37.2002 -3.48286 3090.3
5.09543 0.263569 7.73982 3097.73
5.01773 32.2802 6.47633 3103.33
5.10245 -0.65486 -1.00392 3095.93
5.04127 28.4559 4.74024 3101.93
5.05395 16.0936 -3.67482 3096.61
5.14009 -0.50935 -5.6177 3100.43
5.04474 -10.9102 -1.52605 3092.05
5.05155 -12.2079 -12.6812 3094.61
5.09144 -19.7361 2.08385 3093.93
5.04984 -12.053 -2.18143 3092.53
5.07729 18.4189 -11.2486 3098.73
5.11725 16.2845 -29.9113 3094.83
5.12389 16.2841 -5.33928 3101.75
5.04065 8.9728 -10.3471 3098.57
5.11022 -4.40122 -1.30058 3098.74
5.04381 25.0917 2.61718 3099.84
5.10193 -9.39139 -6.85501 3097.99
5.0651 12.2707 6.77417 3099.79
5.07487 35.8538 -14.032 3100.85
5.11151 0.955357 -10.9165 3094.28
5.06074 12.2307 -3.5331 3095.68
5.08197 15.8945 10.2499 3098
5.07918 -8.13359 -35.3727 3094.77
5.09294 22.2461 0.525046 3100.72
5.07246 5.67273 4.63358 3091.12
5.06457 37.0444 2.38066 3102.8
5.13587 0.887045 -23.5667 3100.25
5.10482 11.023 -23.0532 3099.28
5.12434 -18.6469 -2.62087 3092.74
5.12402 -21.7004 -7.79525 3097.12
5.14082 5.98355 -3.53669 3101.08
5.0659 6.88273 -5.98009 3097.15
5.1035 -26.9584 1.85453 3094.29
5.12199 -20.2776 16.2712 3096.57
5.06022 -5.87725 -2.72225 3095.48
5.01954 -14.4459 -5.52003 3092.96
5.07757 -3.08556 -6.31849 3091.28
5.07818 18.3439 -8.82499 3098.64
5.07953 32.4864 1.65612 3101.02
5.10181 -31.4828 -11.8019 3095.01
5.06108 23.1016 -19.6987 3096.17
5.13859 12.0006 -15.7238 3102.6
5.07786 -30.8628 -4.06263 3090.47
5.07099 -27.4315 -11.9229 3086.82
5.06226 -13.8591 2.10482 3091.12
5.10351 -12.4139 0.383163 3092.75
5.14197 31.8996 -11.017 3103.54
5.06012 19.1501 -7.40986 3097.57
5.04501 24.621 4.81646 3098.92
5.08521 -9.77935 6.58032 3093.56
5.06974 20.5351 -3.40508 3098.65
5.10332 -7.74615 -3.2678 3096.76
5.06442 -5.39898 11.8556 3096.07
5.01924 -2.04194 -5.07911 3095.25
5.05263 14.6361 -13.6602 3099.4
5.07971 -22.166 -11.8392 3092.68
5.09184 12.8094 -15.5848 3100.1
5.03621 16.4558 -10.0005 3095.49
5.12535 4.77511 -12.6485 3100.79
5.04329 3.29255 -5.52616 3098
5.07865 -8.82314 -6.86242 3096.95
5.14355 -5.64925 -5.51673 3100.43
5.10494 21.9692 -12.3326 3100.41
5.13131 -22.43 -23.7666 3096.14
5.11859 -12.8796 -0.844635 3096.38
5.07617 10.606 -11.1722 3096.64
5.03205 -0.620681 2.60197 3094.36
5.04651 -5.90868 -6.18548 3092.21
5.06982 12.1949 -7.70564 3096.39
5.04972 3.89099 -7.09411 3097.06
5.07116 -15.1163 -7.27944 3093.65
5.1135 -26.3567 -3.40063 3092.56
5.00046 11.7199 -1.30063 3102.23
5.11765 -26.6807 0.78284 3094.39
5.03238 -20.2729 -8.62708 3088.73
5.05484 -16.9936 -8.45855 3090.55
5.06794 -0.210227 -24.9886 3095.85
5.1037 -9.15299 -6.28176 3095.05
5.05337 -14.3938 0.420163 3092.2
5.12338 -14.6878 -4.93563 3097.56
5.05659 36.6554 -7.87323 3099.9
5.05195 -15.9553 -1.95861 3091.35
5.09105 15.1782 -11.448 3095.91
5.10871 -29.9485 -5.35267 3092.93
5.00388 2.23071 -4.54711 3100.65
5.11206 -13.5885 -11.1998 3098.69
5.11636 -1.39747 5.71368 3097.93
5.07484 4.40875 -9.41871 3096.69
5.13344 6.11178 -8.203 3101.97
5.05498 7.47437 -11.3362 3093.86
5.04877 12.2317 8.67574 3097.31
5.10711 -12.0097 -9.34583 3093.35
5.08097 -19.447 -9.2967 3095.6
5.10579 14.0411 -21.6977 3099.2
5.10676 -10.4832 8.14215 3097.72
5.05085 7.58083 -22.2489 3093.42
5.06129 -16.2751 -18.4241 3094.77
5.08989 19.7432 -12.3802 3097.57
5.07155 13.1239 -13.9731 3100.29
5.06454 11.2066 -10.0097 3094.79
5.0416 5.30435 -28.4384 3094.32
5.09917 -5.35051 6.76626 3096.65
5.09445 4.72966 -11.3257 3098.51
5.05365 0.0792334 -17.2716 3093.16
5.07964 18.0813 -1.10746 3098.42
5.13058 -1.74655 -11.0746 3098.75
5.07035 9.65135 19.6086 3095.41
5.10191 -18.6302 10.3103 3096.62
5.06684 -2.0591 -21.5015 3096.86
5.06653 13.2392 -2.79098 3096.06
5.07454 -24.1856 -13.9611 3089.7
5.04518 -11.1233 -2.66401 3092.53
5.07068 -14.9572 -3.18395 3094.18
5.04601 4.65747 -3.53818 3097.88
5.08463 2.07761 5.27112 3096.22
5.07298 -19.9456 9.71209 3091.22
5.08813 -15.5944 3.42219 3091.1
5.05994 -20.1036 -8.68179 3087.49
5.1012 5.17732 9.06766 3098.09
5.06895 6.10069 -11.7306 3096.53
5.08729 -22.5066 -10.8958 3094.25
5.02996 36.8257 3.35069 3097.73
5.08835 2.79418 -10.5121 3095.35
5.03918 -15.4627 -5.89819 3092.3
5.05414 14.7307 -4.99199 3097.15
5.08981 -0.0132317 -7.47716 3097.32
5.09752 14.6897 7.06036 3098.81
5.05652 -17.1403 -14.1626 3088.84
5.09994 18.9579 3.3705 3099.79
5.03114 18.6743 23.0259 3098.79
5.09381 14.63 -4.77117 3096.47
5.05217 -6.11283 -18.021 3093.85
5.05952 21.9549 2.16353 3101.09
5.05993 21.6936 6.44055 3097.99
5.07161 -6.66766 -35.3957 3094.73
5.07625 -9.28958 0.123747 3093.74
5.08566 2.46717 7.98322 3095.09
5.06311 11.1051 -4.41232 3098.41
5.06524 -21.7932 -4.65398 3090.52
5.09992 2.29417 0.0586578 3098.14
5.1236 11.2578 -9.22497 3100.15
5.07404 -25.5235 -7.34012 3091.99
5.09885 14.9628 4.14316 3100.76
5.05809 22.2282 -12.6087 3100.3
5.08321 23.4284 -13.7698 3100.62
5.09059 -19.382 -8.77094 3090.76
5.07416 -13.533 -1.22594 3094.08
5.08883 8.5784 -17.9852 3096.71
5.12825 -10.7915 -21.7469 3092.93
5.09526 0.9903 -1.25284 3095.3
5.08467 -3.47695 -6.70879 3094.77
5.05834 -24.1896 -10.4443 3091.33
5.08833 -18.3915 -6.42701 3092.39
5.07406 -10.1062 0.0813552 3096.93
5.07514 36.9371 15.3784 3099.47
5.11707 -31.1126 8.9171 3094.73
5.08368 -5.80258 -10.3456 3098.35
5.13039 -8.48189 7.77032 3099.32
5.09185 -32.3693 7.11499 3091.56
5.0999 7.37693 -5.81524 3099.21
5.03901 11.4161 -9.04388 3092.22
5.10143 -26.347 -0.0853706 3093.27
5.04625 3.0234 -20.0151 3094.95
5.0157 -11.2574 -2.95788 3093.51
5.07087 -20.512 -14.3724 3090.41
5.05772 -19.6444 -0.919241 3089.68
5.06496 -21.3358 -11.9811 3093.49
5.0858 21.3029 -13.1661 3100.77
5.06318 -2.25341 13.3229 3092
5.0879 27.8813 -17.3384 3099.83
5.03884 16.6341 -10.5044 3098.43
5.14652 3.91094 -8.08706 3097.56
5.13647 -3.93106 10.148 3099.9
5.11121 14.323 -5.00383 3100.64
5.05025 11.4255 1.94715 3095.61
5.08729 -1.65763 3.15441 3096.06
5.06702 -24.6226 -10.6822 3091.29
5.07269 -33.1656 -1.5076 3090.12
5.13956 9.70552 -27.4461 3101.87
5.09882 18.2941 6.25533 3101.21
5.07304 6.66966 -13.6429 3099.02
5.07084 20.1566 -17.1465 3098.66
5.0399 -17.0214 -0.913177 3090.75
5.04615 -7.22931 3.98599 3093.13
5.07791 -20.45 -1.56654 3090.69
5.08455 -20.9798 -9.76175 3092.69
5.02453 18.0987 -15.0974 3098.54
5.07683 -28.4053 -12.8153 3093.47
5.0285 10.6147 -0.0472 3094.88
5.03688 -5.1245 5.7939 3092.38
5.06312 7.25682 -4.82228 3095.48
5.06797 17.3178 -20.8414 3099.15
5.07341 -14.0314 -19.9377 3093.44
5.11176 13.8613 4.86409 3100.58
5.09355 -6.22811 4.2739 3095.15
5.08181 2.75711 7.76063 3093.84
5.04457 20.1134 0.93294 3099.4
5.02676 31.4535 0.153283 3094.79
5.07201 -5.37813 -12.8358 3095.12
5.08871 -2.84742 3.4688 3097.14
5.06541 8.87645 -2.96613 3095.54
5.07194 -26.4823 -3.2556 3093.3
5.03567 31.8838 -10.4535 3100.93
5.0848 27.7752 -3.03159 3099.93
5.07023 -25.0366 -2.47677 3089.61
5.05562 -2.21278 -12.388 3093.5
5.06528 -15.8668 -6.15641 3093.65
5.0473 -10.4427 -9.1825 3092.32
5.10885 -0.391984 -13.1064 3097.64
5.12135 18.3845 5.87567 3101.92
5.06443 6.44685 -8.20715 3093.93
5.05916 -9.5302 -5.77296 3093.48
5.07394 2.12316 17.2829 3099.74
5.10482 -6.18868 -5.51217 3096.86
5.05765 39.419 -11.4472 3099.64
5.08743 10.105 1.05096 3096.78
5.07123 -17.6126 -4.01226 3092.06
5.07177 15.2122 -5.03068 3091.63
5.05431 -7.25754 -12.3719 3094.59
5.05183 -17.4218 7.05614 3092.69
5.07798 13.3344 7.03911 3097.32
5.06704 -7.25116 8.26174 3096.59
5.09789 9.92458 -21.4514 3093.91
5.05705 30.4463 4.362 3098.46
5.07928 -9.49992 3.96203 3091.45
5.09391 -4.5508 -1.6085 3094.41
5.07352 -31.0592 -21.7633 3089.95
5.04974 6.21042 -30.4701 3096.22
5.00694 -4.96254 -5.86684 3100.01
5.05303 -14.7917 -15.9232 3089.32
5.07452 2.18874 -10.6865 3093.57
5.07987 16.6391 -18.8398 3098.88
5.13067 -4.13796 12.4557 3099.22
5.0364 20.7991 -3.3962 3100.61
5.08271 11.1183 -8.20417 3100.01
5.08091 19.8231 -13.9121 3098.95
5.10037 14.5453 -12.8461 3101.51
5.06505 4.74834 -8.53057 3096.59
5.12131 -27.9477 -11.1419 3094.38
5.14737 -12.4149 -9.23638 3097.1
5.09431 28.5915 -12.1833 3100.23
5.12138 -5.58248 -6.82173 3096.2
5.0795 9.98319 -6.76006 3092.92
5.05346 24.6672 -12.436 3096.92
5.03805 24.8218 -5.11353 3094.82
5.04736 28.4842 -9.0766 3099.8
5.0976 18.8225 3.97687 3100.96
5.09109 -15.1818 2.48486 3092.94
5.04251 15.5204 14.5995 3096.15
5.09758 -15.7137 -17.7123 3091.67
5.10145 8.53504 5.66158 3097.51
5.13185 5.62334 -5.26941 3101.96
5.07317 -12.7568 -13.288 3095.48
5.08568 -17.8362 -8.33811 3093.24
5.07884 -10.6093 -7.57279 3093.01
5.09686 -18.2483 -10.433 3093.78
5.08906 17.5431 -2.04182 3099.85
5.00298 14.845 -26.6022 3101.56
5.09959 -11.7552 -5.37399 3096.58
5.0552 7.15805 3.53267 3094.62
5.09526 -19.6319 1.49784 3094.17
5.08113 10.1381 6.47836 3098.01
5.06154 0.606647 -7.99062 3091.96
5.0845 -16.7024 -9.35314 3092
5.13363 -22.7133 4.12577 3092.04
5.06297 -23.0435 -9.81651 3092.34
5.06854 0.313514 -2.64195 3095.45
5.06835 1.85122 10.3272 3093.33
5.06566 -18.3689 -13.5233 3094.04
5.1273 -17.6073 -13.9652 3097.25
