time(ns) r(mm) y(mm) mom(GeV)
5.05628 -1.71358 -14.0566 3095.13
5.08437 -3.09014 14.6975 3092.95
5.04381 10.3982 6.42454 3099.55
5.08514 -7.96715 -3.84111 3093.99
5.06666 -25.5265 3.90404 3089.45
5.05566 5.74953 -8.42056 3097.06
5.09775 26.9812 -12.0677 3100.97
5.03778 19.5405 4.56338 3094.3
5.09314 -8.87563 -22.5507 3096.63
5.08255 2.91984 -5.67419 3096.67
5.06052 8.62485 -24.8874 3098.3
5.05781 -11.7669 -15.7412 3095.01
5.07671 26.0003 -16.7085 3102.73
5.06511 7.37342 -8.23194 3093.95
5.05308 -21.9482 -3.31456 3089.16
5.10707 -13.6994 -16.084 3092.05
5.04512 -1.98062 -8.72195 3093.91
5.09672 0.361223 -2.15586 3098.02
5.08582 24.7025 10.6256 3098.77
5.0822 12.675 22.1264 3092.43
5.02451 -5.88311 4.9489 3091.58
5.05248 4.28331 -11.3398 3097.34
5.09683 -9.43454 -14.0695 3096.19
5.08987 6.01786 9.78347 3091.53
5.04547 12.4737 -2.14859 3093.41
5.078 -22.3707 -4.01763 3092.4
5.11319 27.3489 -10.49 3102.05
5.07734 28.9542 7.65973 3102.28
5.0419 2.22327 -21.3541 3092.96
5.07277 -17.9819 -3.22794 3092.76
5.05918 16.2842 12.9294 3095.61
5.06363 1.22697 -11.9789 3095.11
5.10034 -4.56739 -14.9977 3096.42
5.11007 -16.9703 -6.84531 3097.3
5.06774 18.3456 -4.57625 3097.07
5.0396 27.75 -3.03073 3099.97
5.07257 6.39407 -1.07981 3099.62
5.13875 0.000399526 -13.2317 3096.3
5.06721 -6.52536 -1.15293 3092.18
5.09882 10.5273 3.02727 3098.65
5.03673 13.9947 -3.16935 3094.49
5.08289 -5.06657 2.37323 3091.5
5.0226 41.2979 -4.51364 3102.15
5.03296 21.432 -6.34114 3099.41
5.04824 12.7067 2.96792 3094.04
5.09501 10.574 -3.34385 3100.24
5.08179 3.1611 -34.5825 3093.67
5.05573 8.43153 0.227776 3098.39
5.11356 16.6415 -13.2616 3102.32
5.11487 -20.9337 3.89252 3093.47
5.0683 5.33405 -16.5456 3095.03
5.0537 -9.74355 5.39798 3091.4
5.11201 4.95599 -2.59488 3100.94
5.06934 29.8723 9.37355 3102.96
5.11269 -23.3359 5.32508 3094.62
5.11186 -14.9777 -18.2405 3093.59
5.11722 23.0436 -7.86632 3102.43
5.09662 5.01558 0.320431 3099.67
5.04769 32.7446 -9.58554 3099.42
5.08715 -19.145 0.761788 3094.1
5.07094 9.57284 -16.8125 3095
5.08879 15.1573 -13.2011 3098.69
5.04253 -14.0659 -9.07532 3090.96
5.09182 -6.8754 -13.4781 3096.85
5.05824 22.4884 -3.63676 3100.83
5.02088 5.2443 8.14506 3092.99
5.08726 21.9029 4.81826 3099.24
5.0684 -19.7194 -8.25362 3094.49
5.0692 8.70702 -14.6408 3097.18
5.10409 -13.7058 -13.5616 3094.16
5.12915 13.8489 2.66324 3102.68
5.03689 -1.92932 6.19913 3091.31
5.08396 23.5319 -9.88507 3101.02
5.14204 0.0410629 -15.6993 3100.05
5.09192 22.2136 4.24141 3100.96
5.04393 6.60887 1.47051 3095.16
5.0918 14.5153 12.2393 3096.99
5.09879 4.44687 4.65156 3095.39
5.08122 26.1765 -2.40743 3101.34
5.07868 31.7579 -14.3491 3101.75
5.07288 -4.10903 4.56037 3095.37
5.0522 -12.063 4.36296 3092.91
5.10913 6.72117 -27.3352 3099.7
5.10804 -23.6706 -2.26836 3093.08
5.02939 -10.4449 -5.05005 3094.85
5.10083 6.86653 -12.1957 3100.78
5.04843 36.5753 2.17593 3101.89
5.08132 -8.66253 -10.1876 3092.54
5.08996 1.7924 -18.7214 3098.16
5.11238 -12.1879 -16.3291 3094.9
5.10665 6.96641 -14.7408 3099.29
5.13807 -8.60991 0.604533 3098.38
5.09822 -8.7689 -14.1063 3095.46
5.09072 3.26737 -6.51021 3098.26
5.09505 -33.9396 -8.88464 3092.28
5.10859 -5.91536 -3.13623 3099.47
5.06578 26.0653 -11.3454 3099.07
5.04954 -26.6074 -12.1386 3089.66
5.0625 -14.5953 -3.29918 3090.76
5.02602 15.0802 -6.3436 3096.13
5.05051 -15.4786 4.36657 3091.9
5.08083 -13.6085 4.23503 3096.49
5.07425 -23.0106 5.10269 3089.5
5.0652 30.7042 -4.08428 3099.84
5.07989 -22.8234 -12.9624 3091.56
5.0618 -6.41317 0.931368 3093.33
5.07521 -9.63979 -0.711975 3096.85
5.06166 -17.0308 -5.48707 3087.86
5.07761 -26.0987 -7.41921 3090.5
5.13625 -20.5079 0.967841 3095.91
5.04294 19.0278 8.20979 3094.38
5.0337 30.6436 -11.9925 3098.64
5.12228 2.58673 -14.6299 3098.5
5.06326 -4.37566 -5.74141 3094.5
5.08778 -1.49151 -22.0977 3094.77
5.08709 -25.4044 -9.66348 3093.08
5.09248 25.5862 0.817054 3101.43
5.0619 -30.4102 -0.591294 3091.54
5.05204 1.60933 0.104811 3094.84
5.13068 -19.873 0.0200855 3094.11
5.05857 18.9985 -4.13239 3098.42
5.12915 -36.6113 -1.10039 3093.74
5.06131 14.3035 -3.42285 3096.76
5.13342 -2.40621 -0.72873 3096.25
5.12221 4.46737 -3.94475 3100.58
5.09892 -28.9133 -6.93622 3090.75
5.06119 8.70854 -0.441025 3092.98
5.08054 -0.0250285 -18.5923 3093.73
5.08301 28.0264 -2.37148 3102.3
5.07495 -30.5114 8.72116 3088.28
5.05406 -21.8093 -10.9731 3091.1
5.05606 -12.2945 -6.8617 3093.91
5.07591 -30.654 -2.53213 3091.17
5.1275 9.22406 -0.124479 3097.28
5.0865 -17.8005 0.380946 3096.67
5.04062 5.74641 -8.01223 3096.43
5.07939 -20.0386 -12.5965 3091.84
5.10038 19.6348 7.51703 3100.77
5.07607 -3.40674 -3.2047 3095.48
5.12046 11.5542 0.730007 3097.8
5.02232 4.77316 0.764978 3097.04
5.07513 -13.9284 -8.31851 3091.61
5.1154 12.2106 -10.3059 3100.14
5.07001 14.1973 -0.603266 3095.42
5.07249 28.8784 -15.4386 3100.47
5.10392 -8.86887 -13.8862 3096.74
5.10479 17.1058 -17.8029 3103.19
5.08438 -20.6738 -9.72303 3093.58
5.11942 -6.67295 3.0264 3096.44
5.08884 -26.5317 -6.90797 3092.28
5.07159 -4.4962 0.733841 3090.67
5.067 -10.21 4.24646 3091.55
5.02975 4.21348 -6.62582 3091.99
5.08703 9.89458 -7.9955 3097.89
5.04498 8.31028 -11.4622 3094.03
5.10318 -22.905 -10.6732 3094.53
5.08275 4.71114 -4.03153 3097.7
5.05725 -8.4129 -15.1865 3090.45
5.13393 -19.1384 5.08516 3096.61
5.07932 -19.6903 -8.77195 3091.03
5.09336 -8.61721 -15.5418 3096.71
5.02515 17.5277 -25.5714 3093.61
5.04476 16.5921 -13.2166 3096.16
5.06526 -8.11931 -3.00949 3094.2
5.06056 -9.49812 -12.8138 3093.92
5.03949 -3.09073 -13.2171 3095.67
5.06237 -2.88776 -2.34047 3094.3
5.08979 -5.76502 -3.04681 3097.52
5.09942 10.9543 -15.1382 3101.87
5.08207 -20.8443 -12.3398 3094.15
5.05119 17.6878 -4.76186 3095.82
5.03953 26.1256 5.52315 3097.77
5.05949 13.6715 -1.24324 3099.87
5.09651 -4.39574 -23.3404 3095.93
5.0455 6.1783 8.27345 3094.91
5.07902 1.91778 -3.13318 3092.7
5.07846 -27.183 -12.5192 3092.55
5.05489 5.00709 -11.6538 3096.32
5.08117 -18.9948 14.8164 3092.48
5.02636 31.3977 -13.9194 3099.5
5.11231 -2.35411 11.6318 3100.32
5.09461 23.7776 -2.56225 3094.84
5.10697 1.55024 -4.82472 3099.52
5.06485 -5.98697 -11.3957 3097.14
5.0831 14.245 -9.42452 3096.44
5.03707 21.6345 2.28494 3098.2
5.09745 -7.46677 -6.76097 3095.6
5.12374 -18.6731 3.35817 3097.68
5.0846 19.6799 -30.8734 3097.48
5.04972 -1.56739 6.21768 3094.79
5.06992 9.65632 -18.5534 3094.79
5.10355 -0.453923 -0.595978 3097.97
5.13821 22.6711 -3.42976 3094.28
5.09937 3.4144 8.13205 3100.1
5.06143 -0.818505 0.729488 3090.64
5.05482 -19.8557 -3.04775 3091.02
5.07801 12.1224 12.6456 3096.27
5.06177 2.19203 -3.41188 3093.44
5.04337 -2.25607 -8.59778 3096.45
5.11705 5.19936 0.752218 3098.84
5.09759 3.05696 -2.07001 3095.5
5.07306 -11.9681 -11.8149 3093.93
5.06498 -17.4784 -16.2709 3089.29
5.04406 29.0048 0.480388 3099.45
5.04441 3.50586 -7.48258 3095.14
5.1062 -26.9971 -10.6938 3094.57
5.06769 -2.5353 -2.72729 3096.91
5.11348 -20.996 -15.9783 3093.3
5.08641 4.23236 -0.00110575 3097.54
5.07789 -11.814 -3.37596 3091.56
5.07456 12.0122 -23.9952 3097.7
5.05685 35.0875 -16.0557 3100.03
5.10759 -27.6422 -2.29001 3095.28
5.11548 3.58656 1.605 3096.46
5.14047 -16.3709 -5.17175 3095.99
5.0977 6.28682 -8.18421 3097.63
5.06662 -10.1648 -7.74539 3095.15
5.06845 22.0151 -8.91316 3100.69
5.08675 -18.0498 -17.4824 3091.15
5.08719 2.79379 -19.1274 3095.21
5.07469 -19.1728 0.184867 3089.16
5.06254 3.93591 -2.21591 3095.16
5.05629 17.7086 -7.68066 3096.31
5.03162 2.84282 -4.23778 3093.99
5.04997 14.447 1.03024 3098.31
5.09594 -0.526503 -7.19843 3098.12
5.1163 -4.94551 -7.28355 3097.62
5.08195 -12.412 -3.6683 3093.25
5.08204 5.92508 -12.516 3097.74
5.08268 -10.8409 -7.47046 3092.14
5.09114 3.03578 -5.5639 3100.58
5.09069 -7.88705 -20.9367 3094.94
5.11256 9.10258 -15.7174 3098.04
5.09078 -12.579 12.7286 3091.35
5.12969 13.38 -33.5142 3098.57
5.09789 -14.9461 -3.78806 3097.67
5.06834 10.4059 -2.57606 3099.03
5.05693 7.90597 -9.43498 3093.91
5.11877 -15.8561 3.10981 3097.01
5.0699 3.68262 -4.53866 3095.54
5.10936 -18.4114 4.28282 3095.22
5.11058 -0.590141 11.9164 3099.76
5.00697 0.420281 -1.32654 3094.19
5.09881 -3.36817 10.5331 3098.87
5.08429 -13.8188 4.66531 3095.15
5.05825 -2.87072 -7.68041 3094.79
5.11192 -11.0081 -5.44337 3096.38
5.05883 -7.2146 2.12503 3091.11
5.0836 -14.7335 1.39801 3093.75
5.08983 4.59802 -21.693 3097.19
5.06553 -17.7733 -10.1238 3092.55
5.10777 -13.4865 -2.21108 3097.32
5.14417 -27.0104 2.25626 3095.52
5.13537 -27.2574 18.9939 3093.98
5.00256 7.37859 -15.7375 3102.37
5.07339 -5.30621 -8.41862 3095.26
5.04833 -21.059 -17.9728 3092.34
5.07639 11.2634 4.56004 3096.55
5.09878 -29.8405 -12.9688 3093.82
5.06982 -18.9618 -13.6886 3091.29
5.11059 2.77941 -14.8328 3097.92
5.09265 23.7648 -4.92314 3101.01
5.09815 13.5327 -20.5747 3097.02
5.03657 25.4677 -12.7291 3097.34
5.08455 10.0549 -6.51854 3097.83
5.1276 11.362 10.0654 3097.2
5.09445 -16.1618 -7.60924 3093.29
5.03724 -6.02418 1.05686 3093.63
5.03608 15.873 -8.10872 3093.86
5.05244 -17.1636 -26.2779 3091.4
5.06029 28.2244 -1.55854 3099.64
5.04302 8.59993 0.649896 3094.98
5.05855 -7.69898 -8.39538 3096.46
5.09412 -16.086 -27.328 3095.34
5.08367 -14.147 -26.0064 3094.41
5.09031 5.77207 -10.9247 3099.15
5.0572 31.7045 -5.13695 3100.11
5.08503 -11.3675 -2.23528 3094.45
5.06569 5.52253 5.0725 3095.54
5.02234 2.57223 -6.78636 3096.18
5.0511 2.76224 -0.656889 3092.7
5.05539 9.22588 -5.30199 3097.28
5.04743 -13.6662 -0.444164 3090.23
5.06181 -25.8357 -9.779 3090.59
5.04949 -13.7819 -6.23762 3089.64
5.01138 3.02214 -6.85683 3100.23
5.09326 3.22553 4.53186 3096.24
5.03657 15.2183 -5.88259 3099.03
5.08101 -5.62337 4.964 3093.09
5.03875 14.6629 28.2298 3096.95
5.06863 14.7881 -4.24476 3096.62
5.13619 23.2677 2.99097 3103.7
5.07272 1.87233 0.578415 3096.25
5.08419 34.3834 2.96979 3101.99
5.06932 -31.2295 -5.69861 3090.59
5.04723 26.3096 3.27325 3101.58
5.06905 18.7131 -8.97555 3098.73
5.08076 -25.8737 -15.7798 3090.88
5.04378 -17.3418 -8.33593 3090.54
5.12553 -20.872 0.212604 3097.5
5.04085 33.9125 6.77101 3100.73
5.057 -8.44079 -10.3283 3093.25
5.04562 16.4142 -18.6446 3100.11
5.06164 12.3673 0.0838946 3100.35
5.0664 17.229 9.7458 3099.16
5.11061 2.39209 -2.92432 3093.9
5.04646 2.10264 8.18056 3095.72
5.08402 -9.70349 -12.2613 3091.38
5.07475 -12.5255 10.424 3092.77
5.04096 3.93368 -7.29594 3094.94
5.12882 30.5045 8.95092 3098.85
5.08517 20.4158 11.9325 3101.53
5.11021 3.88416 -18.2776 3091.39
5.07944 24.6183 -10.8299 3098.49
5.05753 22.3134 11.8311 3099.93
5.02223 23.9923 -12.4632 3097.78
5.0919 -7.67077 -2.42964 3097.24
5.09253 26.8643 -3.17371 3102.76
5.10369 -0.457757 -1.27088 3096.52
5.08403 -29.1168 -0.203193 3092.83
5.05131 28.7999 -15.1123 3100.85
5.08859 9.03571 -11.1995 3100.47
5.14435 30.6714 9.4157 3098.01
5.12891 12.2148 -13.4511 3100.07
5.06933 9.77291 -12.1166 3097.94
5.04652 8.99481 -15.0883 3091.11
5.06047 -15.1093 -1.09534 3092.51
5.04624 18.0061 7.43282 3097.04
5.09717 -31.7344 -5.3175 3092.74
5.03366 -11.2996 5.19898 3092.18
5.02415 12.4488 -10.9778 3095.81
5.10194 -16.0447 -8.34359 3093.2
5.08185 1.99977 1.77878 3094.24
5.08715 -29.4276 -9.21453 3091.15
5.03943 -12.5867 -0.31832 3090.41
5.08381 -1.42763 -12.1812 3097
5.06082 -4.116 -11.4107 3093.66
5.09966 -19.2011 -6.06765 3097.04
5.08627 0.751205 -7.44114 3093.68
5.05727 -4.55213 -0.768575 3094.73
5.03687 27.7214 -7.56897 3102.19
5.08504 25.8704 -18.4131 3100.27
5.04413 27.2897 8.8727 3101.2
5.10287 20.3878 -16.3182 3099.61
5.07096 -8.67432 -9.28018 3093.6
5.10383 -20.5267 -5.83835 3097.04
5.10058 22.3264 -17.6476 3095.16
5.09051 12.7052 6.9565 3101.71
5.0667 -14.1608 -24.0135 3092.08
5.10826 2.32179 -9.15909 3098.55
5.09462 -4.71818 4.91717 3098.19
5.04051 28.7126 -0.92693 3095.5
5.13082 -8.35514 -2.38897 3099.62
5.11577 -5.33116 -4.08919 3097.33
5.08074 -31.3047 4.91056 3090.66
5.13447 -14.8422 14.4267 3095.13
5.07236 -1.99259 -7.96398 3096.78
5.092 -28.5148 -7.1314 3091.02
5.06285 -4.53073 -26.2747 3093.14
5.08816 19.0092 -8.01018 3101.06
5.13537 4.10804 0.339208 3101.78
5.1463 7.36443 15.0929 3100.94
5.10564 -12.3382 -5.93121 3098.44
5.06567 -20.4717 -11.248 3091.98
5.03056 -8.49187 -4.06415 3091.1
5.05496 3.37598 -22.9885 3094.7
5.09249 5.99598 -4.56497 3097.95
5.08414 -21.2579 -7.64542 3093.12
5.07478 30.0018 13.4856 3100.13
5.06722 -3.31646 -4.72943 3095.53
5.08459 -30.3642 -8.82693 3091.94
5.0516 -13.8495 -21.7117 3091.25
5.05576 35.9523 -8.35227 3099.5
5.08207 -11.9517 0.391524 3096.59
5.06158 -22.5141 2.50662 3090.08
5.08003 16.3523 -18.955 3099.61
5.07754 11.2913 -13.1337 3097.38
5.06505 13.3393 -11.7918 3098.04
5.09415 -3.53752 -16.8381 3096.36
5.04654 -6.74332 -10.3225 3094.67
5.0695 -14.1848 0.440711 3092.82
5.1189 -16.5123 -9.65727 3095.93
5.07546 8.10999 -4.69424 3098.39
5.10898 14.3614 -7.56328 3100.88
5.06677 16.1715 -1.57618 3098.54
5.09547 -31.5876 -2.42935 3093.52
5.08444 -8.19888 -9.03985 3095.03
5.07124 16.713 3.67631 3102.34
5.11126 -7.08571 -7.6202 3095.07
5.08154 -3.34581 -10.688 3093.04
5.12948 -5.23262 -3.93468 3099.96
5.08823 12.1679 -12.2372 3097.47
5.11865 0.381821 2.07973 3101.33
5.1228 -9.90987 -19.7379 3096.34
5.0584 3.41989 -14.8327 3092.42
5.0809 -28.7853 -4.40565 3088.74
5.11881 12.7706 -5.82784 3102.32
5.06451 -26.8245 -10.1162 3088.35
5.05193 4.83946 11.5809 3093.08
5.0686 4.3561 -10.9611 3098.54
5.08238 -4.96928 -12.9509 3096.25
5.11908 20.6326 5.38007 3102.48
5.04632 13.5344 0.228979 3098.18
5.0989 -24.6223 -3.82309 3093.43
5.14391 1.22629 -26.2805 3096.9
5.09485 34.6823 3.36643 3102.15
5.03061 -1.6509 -9.50986 3095.64
5.09947 -28.1275 -13.3575 3092.8
5.08781 -26.1721 -10.099 3091.59
5.10103 -26.9049 -17.654 3090.53
5.04921 -24.0683 0.7781 3089.54
5.08906 -8.82019 -5.11428 3095.64
5.06304 -11.6994 -3.53043 3096.43
5.09761 5.04576 -2.91943 3095.96
5.08071 -11.4313 -3.23638 3094.7
5.05529 34.2166 10.8749 3094.23
5.05177 10.1022 3.57728 3095.55
5.12679 6.07138 -13.6826 3100.88
5.08403 28.534 -20.5612 3099.47
5.0776 9.95374 18.1056 3097.27
5.07999 25.306 -7.18301 3098.08
5.06641 9.56111 -10.5 3099.93
5.08984 -13.7807 -12.309 3092.62
5.12098 -8.79161 -17.3904 3097.91
5.05245 38.2159 1.77347 3100.36
5.02756 14.2571 -3.25503 3097.89
5.05798 26.0918 1.46325 3098.75
5.068 -2.82026 -14.6813 3092.18
5.133 -29.7021 -10.9641 3095.55
5.0951 -13.9767 -11.7923 3094.69
5.09941 -17.4596 -20.9448 3093
5.05229 -22.7287 10.1847 3091.14
5.07221 -11.0743 -10.9872 3090.54
5.05901 -13.4763 12.2875 3091.99
5.0443 -16.9436 9.19802 3091.12
5.02476 21.892 -1.3283 3097.11
5.06112 26.5742 -7.33733 3101.45
5.06681 -14.6354 -9.08811 3091.83
5.07314 -0.291633 -5.07877 3097.16
5.06993 -5.82503 -4.44623 3097.92
5.08977 -7.21732 -19.3998 3096.3
5.05295 31.854 3.75273 3101.57
5.07482 -28.1508 -11.8749 3090.95
5.03994 -5.63633 10.2892 3093.44
5.03762 11.1013 -6.84241 3095.7
5.06549 -20.4912 -3.09879 3089.22
5.06687 -8.85916 -5.01561 3093.52
5.08779 5.79241 -22.2389 3099.88
5.11593 -6.19725 9.378 3097.97
5.11966 16.1969 -3.93777 3100.51
5.10823 -26.6683 4.81568 3094.39
5.07425 -30.382 -9.21367 3091.25
5.07054 -17.1819 -4.51526 3093.61
5.03171 -8.39774 -4.86437 3091.4
5.08998 3.457 -5.52791 3095.4
5.13427 -0.0830829 -0.79694 3101.72
5.12073 -19.3077 2.47499 3095.07
5.03916 17.9233 6.52006 3099.01
5.07371 16.7513 -26.2174 3098.21
5.07336 13.3366 -10.0746 3097.13
5.11164 -13.1975 -8.63213 3097.51
5.03174 6.25181 -3.6715 3098.04
5.06244 21.0193 -2.7412 3099.19
5.06191 20.816 -3.53828 3100.35
5.04642 -8.255 -11.2238 3094.97
5.10872 -22.223 -1.68551 3095.84
5.0726 20.0243 -0.306787 3100.02
5.05092 4.51525 21.372 3092.75
5.09058 -33.8589 2.24051 3091.26
5.05581 13.3047 -5.27162 3098.52
5.06548 -0.765888 -1.95761 3094.6
5.08923 11.9285 -9.58074 3095.78
5.08151 19.7525 13.955 3103.3
5.04111 34.5787 12.4037 3097.36
5.05425 -13.7897 14.681 3090.14
5.05539 4.71007 -13.8356 3093.38
5.0582 -22.145 -6.67399 3091.5
5.02483 33.0019 -6.47817 3098.26
5.13594 19.9892 1.98271 3104.28
5.03312 25.4779 4.99328 3099
5.11611 -26.5229 -9.00274 3092.73
5.10842 -12.864 -10.0634 3092.23
5.12973 21.1629 -5.9339 3103.31
5.0747 0.655348 -6.61014 3098.13
5.08182 23.3735 0.104087 3098.66
5.08735 -9.95589 -19.6943 3093.86
5.0476 34.9161 -7.79892 3101.67
5.1066 21.982 2.96518 3100.85
5.08395 -0.720524 -21.4343 3095.7
5.02346 0.411019 -4.84932 3095.81
5.04299 -14.2442 -4.60794 3089.65
5.06026 0.142438 -0.733906 3094.52
5.01566 17.6497 -9.27003 3098.84
5.09405 7.13605 -14.9907 3099.53
5.07199 9.27551 3.13339 3096.73
5.13835 2.46206 10.0475 3098.38
5.06404 26.8659 9.25881 3100.03
5.04854 11.3306 -4.46472 3098.17
5.07084 15.4285 18.5098 3102.09
5.06683 -13.8113 -3.47642 3090.82
5.06239 -26.4227 -3.82727 3091.22
5.09382 38.317 -5.12994 3101.71
5.08011 13.4964 3.14766 3100.37
5.08177 -0.57971 -1.09646 3093.52
5.04076 -24.5685 -3.40719 3089.75
5.12669 -11.2483 -24.7225 3097.23
5.07308 -9.45659 -7.36851 3095.4
5.12797 -3.36334 -7.39887 3100.55
5.05518 7.62491 -8.44642 3098.66
5.09676 -10.7845 -4.56908 3096.34
5.04503 17.122 -0.459914 3098.38
5.07078 24.4258 -5.18891 3099.48
5.07476 -15.8274 -12.4561 3093.77
5.12861 -13.7384 -8.46879 3098.86
5.10464 0.451432 -0.65185 3100.01
5.04555 6.17798 -16.762 3096.79
5.04501 3.30813 3.50719 3097.45
5.05769 -17.2018 -2.06895 3091.86
5.1102 -11.8428 -15.2495 3096.76
5.07329 17.479 -1.72783 3095.82
5.07431 0.0572216 -6.42382 3097.44
5.12004 -12.5327 -4.16216 3095.67
5.1096 -17.984 -5.84657 3095.86
5.05544 -16.7826 -2.25079 3092.26
5.07889 -13.8654 -2.49767 3094.55
5.0667 12.8389 1.13184 3093.63
5.09004 -4.49375 -14.7483 3094.78
5.06653 12.7851 -21.5008 3093.65
5.11291 5.41093 -11.7904 3098.89
5.09937 -19.1716 -7.63993 3096.78
5.09054 -3.96435 -6.08697 3097.69
5.11746 -28.5807 5.00244 3095.85
5.09808 -26.0037 -11.6633 3091.73
5.07407 -19.1697 4.50812 3089.56
5.03686 19.916 -5.50029 3099.7
5.09006 -25.6368 -17.0055 3090.62
5.02836 1.94731 -19.732 3094.07
5.04988 -20.6732 9.4847 3092.39
5.07472 -38.2467 5.31716 3087.77
5.1117 25.9956 3.90101 3102.3
5.0385 7.68276 -18.596 3095.78
5.06902 -20.0695 -0.246883 3087.9
5.06761 21.42 -3.17494 3098.17
5.10007 -9.59671 -17.3674 3096.5
5.08358 17.9089 -1.43516 3098.12
5.05239 17.6031 4.54633 3094.21
5.10405 20.8459 -20.2696 3095.97
5.04533 6.61275 -2.56717 3096.31
5.08548 -14.4502 -19.2636 3094.05
5.0999 22.3089 -25.7003 3099.06
5.07065 -22.9325 -7.22599 3091.27
5.06774 2.89162 -13.7527 3099.94
5.07212 -9.39597 -4.34537 3092.27
5.07128 -26.0365 -16.1905 3091.19
5.12196 -17.7952 5.58085 3094.91
5.08702 17.6146 14.8645 3098.93
5.01787 32.8374 -7.46696 3100.2
5.03579 20.0179 22.0291 3093.9
5.13135 -1.67688 -22.4362 3098.57
5.05029 -7.10229 -0.998204 3092.94
5.09303 -16.374 10.0407 3090.54
5.10178 3.74804 0.816024 3097.55
5.05767 -1.56434 -0.642332 3095.7
5.13491 2.00882 -2.71352 3101.37
5.04307 -2.78698 -7.3713 3095.25
5.01962 -15.8381 -25.5671 3090.88
5.07168 -7.96402 -11.4663 3096.55
5.06133 -6.94908 3.38052 3095.12
5.04332 -3.13289 -5.45606 3092.15
5.13418 -1.03808 -3.64028 3094.7
5.05356 -18.5408 -24.4786 3090.49
5.05208 -11.9107 -2.13911 3093.71
5.05818 12.9501 5.88259 3097.27
5.03793 -12.3768 -23.4664 3089.84
5.06759 5.98564 -8.27864 3094.76
5.08992 11.22 -12.188 3099.44
5.03498 -4.06705 -10.4214 3093.52
5.09087 -22.6101 -0.206518 3095.66
5.11838 -10.5726 -11.2934 3097.95
5.07995 11.8489 -14.2393 3096.26
5.04146 32.6171 -13.7698 3096.93
5.09618 -25.4307 -10.7012 3091.57
5.14226 6.48665 2.63098 3102.75
5.06561 -18.22 -16.2756 3092.93
5.12273 5.21259 -4.04819 3101.31
5.02892 10.7312 6.94223 3099.63
5.07436 -28.3507 -8.86952 3090.14
5.05403 17.2613 2.4197 3096.29
5.08838 8.15981 -3.93802 3101.14
5.02735 10.4871 19.4343 3095.29
5.05286 -13.5574 -5.25685 3090.98
5.07442 -21.7761 1.57731 3093.02
5.12879 -11.8365 -8.14579 3099.26
5.02616 29.2896 -8.73367 3097.17
5.02537 -17.2379 3.24747 3090.31
5.0838 18.6553 -23.8977 3099.99
5.07137 30.0093 -13.8771 3097.32
5.09643 -8.22117 6.24134 3098.91
5.07597 -23.5915 -16.5812 3091.41
5.14815 5.71451 -3.19709 3100.09
5.11368 -19.8912 2.817 3095.37
5.09306 31.4286 0.291909 3102.76
5.14454 -5.21287 22.3908 3097.99
5.10455 14.8575 14.5592 3101.78
5.07175 -7.28737 -8.54769 3097.06
5.0717 -8.81307 1.32747 3095.54
5.0999 15.2223 -11.3622 3101.07
5.09435 -3.46489 -13.2556 3098.49
5.08188 -14.4392 -3.87561 3092.44
5.06234 30.1461 8.3361 3100.1
5.11017 14.5507 6.61581 3101.03
5.08389 22.0658 -11.4947 3098.67
5.12297 -21.1449 -15.8682 3095.72
5.08394 -5.8337 -7.0104 3094.34
5.06928 13.9016 -3.80855 3096.32
5.04861 -5.21764 -6.18875 3094.7
5.06578 -7.61189 -13.2164 3093.68
5.09386 1.02482 4.19638 3096.35
5.10462 -6.48306 -6.00718 3094.76
5.10351 14.598 -5.32096 3100.7
5.10254 10.6937 -17.4909 3099.46
5.08989 -16.4691 -18.8371 3091.22
5.03771 0.178823 6.83816 3094.35
5.08594 8.13878 -3.39166 3098.69
5.10072 -0.540325 -2.68707 3096.86
5.06786 -10.2213 -7.90024 3094.06
5.08124 8.39669 -19.2215 3097.34
5.12559 8.68234 14.2319 3101.19
5.13163 -6.36852 -1.56215 3099.02
5.03958 -4.99607 -9.75025 3094.73
5.06892 12.3291 -4.11667 3097.84
5.11422 7.5547 4.45601 3101.89
5.03913 5.34669 -13.4848 3098.26
5.08558 -10.543 3.39693 3097.47
5.12184 -22.0074 -12.1643 3094.99
5.0293 39.2502 -11.2354 3100.71
5.07009 -35.4568 -6.3969 3091.36
5.12078 -22.8471 -3.48964 3095.95
5.14748 -0.373203 -6.22464 3099.59
5.06672 -9.93892 -12.7789 3096.68
5.07227 23.2768 -20.4563 3096.29
5.0044 6.58629 -9.49875 3101.25
5.07892 -18.9236 -6.90948 3092.28
5.06553 5.6422 2.48065 3094.08
5.06114 -10.5082 -12.2831 3093.61
5.07388 3.13832 -12.9122 3097.28
5.04841 -0.79374 -12.1853 3096.42
5.10571 17.5659 1.49087 3100.25
5.13523 -7.70998 -19.1441 3098.3
5.09732 -23.4207 -12.8796 3095.04
5.06646 13.3163 -13.7361 3100.13
5.07005 4.68694 -14.2309 3098.06
5.03195 26.6719 15.3791 3099.9
5.1371 2.45621 -21.6207 3099.66
5.03816 -4.7408 -10.6837 3089.96
5.09546 13.1923 9.54206 3099.8
5.04383 32.4219 -1.53169 3100.36
5.12128 -19.1553 2.71558 3093.26
5.07017 -9.72399 -1.41624 3093.71
5.08845 28.9258 7.91535 3102.99
5.08673 -13.8793 0.484759 3093.59
5.07589 16.6827 -0.00686669 3098.03
